Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams,Release Date,Genre,Broad Genre
Tiësto ,The Motto,153,0,56,0,369686,40822138,2011/11/15,big room,Electronic
Lil Baby ,Emotionally Scarred,136,0,35,0,652889,40670380,2020/2/28,atl hip hop,Hip Hop
Billie Eilish ,my future,101,6,1,(x2),2094143,40625371,2020/7/30,art pop,Pop
Mabel ,Don't Call Me Up,119,0,57,0,465978,40566845,2019/1/18,pop,Pop
Eminem ,The Ringer,69,9,2,(x6),2595091,40558381,2018/8/31,detroit hip hop,Hip Hop
CORPSE ,EGIRLS ARE RUINING MY LIFE!,145,0,53,0,374529,40429203,2020/9/25,pov: indie,Pop
Juice WRLD ,Already Dead,90,7,4,0,1661207,40414209,2022/3/18,chicago rap,Hip Hop
Kendrick Lamar ,Alright,294,4,8,0,752836,40414154,2015/3/16,conscious hip hop,Hip Hop
James Arthur ,Train Wreck,149,0,49,0,367691,40405517,2016/10/28,pop,Pop
Taylor Swift ,Sweet Nothing,43,0,12,0,4464243,40294896,2022/10/21,pop,Pop
The Vamps ,All Night,139,0,47,0,381689,40284365,2024/1/19,boy band,Pop
BoyWithUke ,Toxic,136,0,49,0,399425,40146871,2022/5/6,sad rap,Hip Hop
Lunay ,Soltera  Remix,128,0,52,0,468807,40085149,2019/10/25,reggaeton,Latin
Drake ,"Hold On, We're Going Home",410,0,59,0,138916,40066976,2013/1/1,canadian hip hop,Hip Hop
Mitski ,Washing Machine Heart,175,0,111,0,270121,40063249,2018/8/17,brooklyn indie,Rock
Metro Boomin ,Creepin',27,21,1,(x6),2132501,40029650,2022/12/2,hip hop,Hip Hop
Diane Guerrero ,What Else Can I Do?,99,0,14,0,592526,40013524,2021/11/19,movie tunes,Easy listening
Juice WRLD ,Feeling,145,0,34,0,745938,39966946,2005/2/7,chicago rap,Hip Hop
Jon Pardi ,Heartache On The Dance Floor,196,0,109,0,257819,39943232,2016/5/13,contemporary country,Country
Young Thug ,Wyclef Jean,215,0,54,0,343231,39926738,2016/8/26,atl hip hop,Hip Hop
Rae Sremmurd ,Perplexing Pegasus,124,0,35,0,517062,39910027,2018/5/4,melodic rap,Hip Hop
Drake ,On BS,53,9,3,(x1),4212752,39870499,2022/11/4,canadian hip hop,Hip Hop
Natalie La Rose ,Somebody,190,0,11,0,397947,39818528,2011/1/1,,undefined
Lil Uzi Vert ,Lo Mein,84,7,2,(x1),2839950,39778729,2020/3/6,hip hop,Hip Hop
Kanye West ,Follow God,59,12,1,(x4),3024071,39754713,2019/10/25,chicago rap,Hip Hop
Curtis Waters ,Stunnin',126,0,57,0,427327,39723968,2020/7/29,,undefined
Imagine Dragons ,Whatever It Takes,168,0,42,0,491066,39672015,2017/6/23,modern rock,Rock
Drake ,Grammys,137,0,13,0,702931,39537457,2016/5/6,canadian hip hop,Hip Hop
Post Malone ,Same Bitches,75,0,11,0,2534111,39468552,2018/4/27,dfw rap,Hip Hop
Calvin Harris ,Promises,80,0,18,0,806419,39351225,2020/4/17,dance pop,Pop
A Boogie Wit da Hoodie ,Numbers,105,1,7,0,1208077,39288171,2017/5/16,melodic rap,Hip Hop
6LACK ,Ex Calling,181,0,58,0,331322,39262008,2016/11/18,atl hip hop,Hip Hop
Maluma ,Felices los 4,176,0,80,0,285261,39158450,2018/5/18,latin pop,Pop
Drake ,Free Smoke,89,9,2,(x1),2411546,39074289,2017/3/18,canadian hip hop,Hip Hop
Gunna ,P power,112,1,10,0,754419,39009578,2022/1/13,atl hip hop,Hip Hop
Martin Garrix ,There for You,103,0,30,0,588376,38986100,2017/5/26,dutch edm,Electronic
Chris Brown ,Ayo,300,0,22,0,312158,38923396,2015/2/24,r&b,R&B
J. Cole ,Kevin’s Heart,65,7,3,(x1),3200312,38876039,2018/4/20,conscious hip hop,Hip Hop
PinkPantheress ,Pain,125,0,41,0,399829,38859397,2021/10/15,bedroom pop,Pop
Axwell /\ Ingrosso ,More Than You Know,140,0,54,0,357396,38820609,2017/7/28,edm,Electronic
Post Malone ,Takin' Shots,70,1,9,0,2741318,38797502,2018/4/27,dfw rap,Hip Hop
Bella Poarch ,Build a Bitch,98,0,25,0,627884,38791472,2021/5/14,modern alternative pop,Pop
Khalid ,My Bad,77,1,5,0,1311786,38773023,2021/2/3,pop,Pop
Bad Bunny ,Callaita,133,0,32,0,925036,38763386,2022/5/6,reggaeton,Latin
The Carters ,APESHIT,96,0,21,0,782091,38747584,2018/6/16,r&b,R&B
Juice WRLD ,Bad Boy,105,7,3,(x4),1311221,38692795,2023/7/7,chicago rap,Hip Hop
Paul McCartney ,Wonderful Christmastime [Edited Version]  Remastered 2011 / Edited Version,81,0,12,0,1548449,38690720,1980/5/16,classic rock,Rock
Taylor Swift ,champagne problems,86,8,2,(x5),3247516,38667750,2020/12/11,pop,Pop
Katy Perry ,Chained To The Rhythm,96,3,8,0,793359,38655612,2017/6/9,pop,Pop
A Boogie Wit da Hoodie ,My Shit,224,0,72,0,257495,38647385,2016/9/16,melodic rap,Hip Hop
Tove Lo ,Cool Girl,112,0,20,0,568765,38626414,2016/10/28,dance pop,Pop
Nebu Kiniza ,Gassed Up,201,0,72,0,284875,38611542,2016/8/26,melodic rap,Hip Hop
Doja Cat ,Juicy,133,0,61,0,388243,38580608,2007/3/5,dance pop,Pop
Avicii ,Lonely Together,132,0,41,0,665615,38574770,2017/8/10,dance pop,Pop
Drake ,Sticky,92,6,4,0,2729748,38564856,2022/6/17,canadian hip hop,Hip Hop
Doja Cat ,Like That,145,0,78,0,355007,38548756,2024/3/22,dance pop,Pop
Metro Boomin ,Don't Come Out The House,102,0,11,0,1003594,38522839,2018/11/6,hip hop,Hip Hop
Olivia Rodrigo ,hope ur ok,77,0,12,0,1818132,38505781,2021/5/21,pop,Pop
Rachel Platten ,Fight Song,217,0,14,0,361303,38399295,2016/1/1,post-teen pop,Pop
Normani ,Motivation,99,0,26,0,592408,38387736,2011/1/1,pop,Pop
Coldplay ,Adventure of a Lifetime,187,1,9,0,576521,38340714,2015/12/4,permanent wave,Rock
Iggy Azalea ,Fancy,265,14,3,(x1),303592,38339579,2010/1/1,australian hip hop,Hip Hop
Rae Sremmurd ,Look Alive,226,0,79,0,222654,38303341,2018/2/9,melodic rap,Hip Hop
6ix9ine ,TATI,124,0,19,0,696029,38279853,2018,emo rap,Hip Hop
Olivia Rodrigo ,All I Want,130,0,32,0,495093,38269468,2020/1/10,pop,Pop
Anne,Marie  Alarm,160,0,59,0,306051,38266800,2018/4/27,ccm,Pop
King Von ,Took Her To The O,140,0,25,0,554150,38210416,2020/3/6,chicago rap,Hip Hop
DJ Khaled ,STAYING ALIVE,85,9,2,(x1),1153831,38209343,2022/8/26,hip hop,Hip Hop
Joyner Lucas ,Ramen & OJ,118,0,31,0,514763,38205698,2021/4/30,boston hip hop,Hip Hop
Future ,Used to This,135,0,25,0,452438,38172608,2017/6/30,atl hip hop,Hip Hop
Drake ,With You,160,0,17,0,626496,38137637,2007/11/6,canadian hip hop,Hip Hop
Metallica ,Master Of Puppets,91,10,6,0,898009,38117862,1986/3/3,hard rock,Rock
Ty Dolla $ign ,Spicy,144,1,7,0,997206,38093021,2024/1/25,hip hop,Hip Hop
Judy Garland ,Have Yourself A Merry Little Christmas,94,0,33,0,1325216,37996382,2024/4/12,adult standards,Easy listening
Kanye West ,Pt. 2,190,3,10,0,701464,37809811,2016/6/10,chicago rap,Hip Hop
Meghan Trainor ,Lips Are Movin,198,42,4,0,391392,37798732,2015/1/9,hip pop,Pop
Mr.Kitty ,After Dark,151,0,114,0,303811,37792811,2014/10/6,weirdcore,Pop
ZAYN ,LIKE I WOULD,115,0,11,0,613242,37778917,2016/3/25,pop,Pop
ScHoolboy Q ,THat Part,189,0,30,0,417319,37731283,2016/7/16,gangster rap,Hip Hop
Drake ,Teenage Fever,106,3,10,0,1620596,37554438,2017/3/18,canadian hip hop,Hip Hop
Foo Fighters ,Everlong,138,0,36,0,405671,37520275,1997/5/20,alternative metal,Metal
The Weeknd ,Sidewalks,107,10,6,0,1010546,37445842,2016/11/25,canadian contemporary r&b,R&B
Joey Bada$$ ,Devastated,219,0,67,0,378377,37402203,2017/4/7,conscious hip hop,Hip Hop
Juice WRLD ,Fast,90,7,6,0,1445114,37381807,2024/2/28,chicago rap,Hip Hop
Meek Mill ,Sharing Locations,99,1,10,0,780208,37363421,2021/10/1,hip hop,Hip Hop
Mother Mother ,Hayloft,133,0,58,0,339783,37325330,2022/1/28,canadian indie rock,undefined
Ariana Grande ,bad idea,59,7,5,0,2610031,37267051,2023/9/8,pop,Pop
Internet Money ,Blastoff,111,0,13,0,856202,37233300,2020/8/28,pop rap,Hip Hop
Future ,Drankin N Smokin,125,2,5,0,1083019,37178805,2020/11/13,atl hip hop,Hip Hop
Aventura ,Volví,106,3,5,0,1215433,37155827,2021/8/3,bachata,Latin
Ed Sheeran ,Perfect Duet (Ed Sheeran & Beyoncé),92,6,3,(x1),1286639,37076096,2017/11/30,pop,Pop
Lil Durk ,3 Headed Goat,138,0,39,0,544928,37066331,2020/6/26,chicago drill,Hip Hop
Demi Lovato ,Cool for the Summer,150,0,11,0,429835,37034004,2015/1/1,pop,Pop
Sam Feldt ,Post Malone,124,0,34,0,518092,37032413,2018/4/27,edm,Electronic
Fat Joe ,All The Way Up,188,0,51,0,336681,36979952,2016/3/2,bronx hip hop,Hip Hop
Bryce Vine ,Drew Barrymore,105,0,45,0,524957,36902844,2017/12/1,indie pop rap,Hip Hop
Bad Bunny ,Otro Atardecer,115,0,22,0,1105369,36840103,2022/5/6,reggaeton,Latin
Calvin Harris ,Outside,239,0,18,0,294856,36830285,2014/10/31,dance pop,Pop
6ix9ine ,STOOPID,75,4,5,0,1459751,36793453,2018,emo rap,Hip Hop
Kygo ,Firestone,311,0,29,0,239338,36785148,2016/5/13,edm,Electronic
John Lennon ,Happy Xmas (War Is Over)  Remastered,99,0,15,0,1363542,36768316,2010/10/5,classic rock,Rock
Kendrick Lamar ,PRIDE.,92,4,8,0,2178611,36728595,2017/4/14,conscious hip hop,Hip Hop
Brent Faiyaz ,Dead Man Walking,128,0,35,0,536743,36687713,2019/9/20,r&b,R&B
Rod Wave ,By Your Side,113,0,34,0,456546,36673061,2000/11/13,florida rap,Hip Hop
Donny Hathaway ,This Christmas,92,0,30,0,1426804,36663687,2007/11/20,chicago soul,R&B
Bebe Rexha ,I Got You,150,0,57,0,356632,36612941,2018/6/22,dance pop,Pop
Major Lazer ,Run Up,104,0,23,0,554587,36529486,2017/3/31,dance pop,Pop
Lil Uzi Vert ,That's A Rack,106,0,33,0,669040,36500377,2019/4/9,hip hop,Hip Hop
Eminem ,Without Me,158,0,29,0,482917,36410442,2002/5/26,detroit hip hop,Hip Hop
Nardo Wick ,Dah Dah DahDah,95,0,24,0,616600,36319897,2022/7/22,florida drill,Hip Hop
G,Eazy  1942,111,0,33,0,589086,36303331,2018/4/13,indie pop rap,Hip Hop
Nicki Minaj ,Bed,78,0,20,0,772122,36281305,2018/9/7,hip pop,Pop
Drake ,Blem,79,8,5,0,1830398,36275542,2017/3/18,canadian hip hop,Hip Hop
Lil Uzi Vert ,Baby Pluto,68,11,1,(x2),3364245,36192827,2020/3/13,hip hop,Hip Hop
Zac Brown Band ,Chicken Fried,151,0,14,0,652311,36184251,2008/11/17,contemporary country,Country
Petit Biscuit ,Sunset Lover,140,0,55,0,319673,36146543,2015,new french touch,Electronic
Bad Bunny ,Un Coco,122,0,28,0,1014546,36095670,2022/5/6,reggaeton,Latin
Juice WRLD ,Hear Me Calling,92,0,11,0,1185443,36021604,2019/3/8,chicago rap,Hip Hop
Marshmello ,Project Dreams,128,0,72,0,364099,36010708,2019/1/25,brostep,Electronic
Kungs ,This Girl  Kungs Vs. Cookin' On 3 Burners,128,0,28,0,506036,36008168,2016/11/4,edm,Electronic
Juice WRLD ,Blood On My Jeans,78,7,8,0,2622193,35979731,2020/7/10,chicago rap,Hip Hop
Dan + Shay ,Glad You Exist,148,0,26,0,503958,35932635,2021/8/13,contemporary country,Country
blackbear ,do re mi,130,0,55,0,358217,35925140,2017/4/21,pop,Pop
ZHU ,Working For It  Bonus Track,135,0,46,0,371229,35811214,1981,edm,Electronic
Rod Wave ,Rags2Riches 2,98,0,22,0,602473,35783137,2020/8/7,florida rap,Hip Hop
Chris Brown ,Pills & Automobiles,149,0,70,0,347566,35766738,2017/10/31,r&b,R&B
Jeremih ,Planez,244,0,57,0,210351,35758456,2015/12/4,chicago rap,Hip Hop
Miley Cyrus ,Party In The U.S.A.,135,0,15,0,852761,35748063,2009/1/1,pop,Pop
Dreamville ,Costa Rica,114,0,20,0,717365,35737065,2020/6/26,hip hop,Hip Hop
Jonas Blue ,Rise,93,0,29,0,596555,35668867,2019/4/10,pop,Pop
Ariana Grande ,Problem,277,12,6,0,344965,35661474,2014/8/25,pop,Pop
Black Eyed Peas ,RITMO (Bad Boys For Life),120,0,76,0,362597,35566452,2019/10/12,dance pop,Pop
Lorde ,Green Light,92,0,11,0,966789,35545428,2019/11/1,art pop,Pop
Saweetie ,Tap In,110,0,25,0,537217,35519560,2020/6/17,cali rap,Hip Hop
DaBaby ,Masterpiece,146,0,55,0,410504,35472828,2022/6/10,hip hop,Hip Hop
AJR ,World's Smallest Violin,129,0,75,0,316903,35413229,2021/3/26,pov: indie,Pop
Blake Shelton ,God's Country,124,0,59,0,388109,35394209,2019/3/29,classic oklahoma country,Country
Bobby Shmurda ,Hot N*gga,228,3,9,0,382109,35391630,2014/7/25,nyc rap,Hip Hop
Frank Sinatra ,Jingle Bells  Remastered 1999,63,0,19,0,2029316,35381102,2024/4/12,adult standards,Easy listening
Martin Jensen ,Solo Dance,140,0,68,0,319578,35182986,2016/11/4,danish electronic,Electronic
Matoma ,Running Out,194,0,52,0,242209,35179841,2021/8/6,pop dance,Electronic
Jonas Blue ,Mama,126,0,54,0,358747,35176363,2023/6/23,pop,Pop
J. Cole ,ATM,56,7,3,(x5),3408026,35156454,2018/4/20,conscious hip hop,Hip Hop
YoungBoy Never Broke Again ,Kacey Talk,145,0,30,0,487976,35145047,2020/9/11,baton rouge rap,Hip Hop
Billie Eilish ,Your Power,71,9,1,(x1),2088133,35111253,2021/7/30,art pop,Pop
2 Chainz ,Good Drank,190,0,55,0,374269,35102155,2017/6/16,atl hip hop,Hip Hop
Beach Weather ,"Sex, Drugs, Etc.",112,0,51,0,377646,35092006,2016/11/4,pov: indie,Pop
Bad Bunny ,Andrea,112,0,25,0,999201,35085957,2022/5/6,reggaeton,Latin
Harry Styles ,Little Freak,67,8,5,0,2785290,35042124,2022/5/20,pop,Pop
Disclosure ,Latch,274,0,12,0,240855,35040300,2013/6/3,edm,Electronic
Jaymes Young ,Infinity,116,0,55,0,401330,35009706,2017/6/23,indie poptimism,Pop
Drake ,Spin Bout U,53,7,5,0,3619172,34999036,2022/11/4,canadian hip hop,Hip Hop
Calvin Harris ,Summer,320,0,13,0,214644,34971061,2012/11/12,dance pop,Pop
Taylor Swift ,End Game,92,0,21,0,601411,34834044,2017/11/10,pop,Pop
Steve Aoki ,Just Hold On,100,0,25,0,503133,34773564,2019/9/27,edm,Electronic
Drake ,No Friends In The Industry,65,5,8,0,3694638,34759904,2021/9/3,canadian hip hop,Hip Hop
Bing Crosby ,Do You Hear What I Hear?,101,0,29,0,1305116,34741723,2024/4/12,adult standards,Easy listening
Dua Lipa ,Physical,108,0,27,0,706726,34730152,2020/3/27,dance pop,Pop
Sam Hunt ,Leave The Night On,308,0,22,0,187534,34721582,2014/10/24,contemporary country,Country
Lil Baby ,Heatin Up,99,1,3,(x1),1383309,34712534,2020/2/28,atl hip hop,Hip Hop
Ariana Grande ,bloodline,56,6,5,0,2657076,34711489,2019/2/8,pop,Pop
Tyga ,SWISH,98,0,23,0,697263,34570097,2018/7/25,hip hop,Hip Hop
Niall Horan ,This Town,156,0,12,0,716734,34544191,2017/10/20,pop,Pop
2 Chainz ,Bigger Than You,107,0,14,0,875127,34467944,2018/6/15,atl hip hop,Hip Hop
Nelly ,The Fix,184,0,42,0,294561,34379158,2015/8/14,dance pop,Pop
Drake ,Emotionless,42,7,2,(x1),4842941,34344959,2018/6/29,canadian hip hop,Hip Hop
Meghan Trainor ,Made You Look,66,0,24,0,759300,34342321,2022/10/21,hip pop,Pop
X Ambassadors ,Unsteady,219,0,93,0,211226,34331656,2015/6/30,modern alternative rock,Rock
DaBaby ,FIND MY WAY,79,8,4,0,1324318,34319287,2020/4/17,hip hop,Hip Hop
Demi Lovato ,Body Say,129,0,45,0,377953,34246166,2016/7/1,pop,Pop
OneRepublic ,Counting Stars,337,0,36,0,140997,34229004,2014/1/1,piano rock,Rock
Kendrick Lamar ,King Kunta,261,7,1,(x3),703039,34225970,2015/3/16,conscious hip hop,Hip Hop
SOB X RBE ,Paramedic!,91,0,16,0,829908,34212750,2018/2/9,cali rap,Hip Hop
YG ,Why You Always Hatin?,185,0,86,0,233346,34210856,2016/6/17,,undefined
Jason Derulo ,If It Ain't Love,114,0,40,0,407602,34209480,2016/4/1,dance pop,Pop
Melanie Martinez ,Play Date,91,0,35,0,500721,34165887,2015/8/14,alt z,Pop
Kodak Black ,Patty Cake,181,0,127,0,222083,34158324,2023/8/18,florida drill,Hip Hop
ILOVEMAKONNEN ,Tuesday,209,14,8,0,310329,34009596,2014/12/15,atl hip hop,Hip Hop
G,Eazy  Calm Down,252,0,52,0,230359,33995673,2015/12/4,indie pop rap,Hip Hop
Tori Kelly ,Hollow,187,0,50,0,257602,33923685,2015/2/12,pop,Pop
Lady Gaga ,The Cure,96,0,36,0,609233,33917544,1987/5/25,art pop,Pop
Andy Grammer ,Fresh Eyes,113,0,38,0,406495,33892531,2017/12/1,neo mellow,Folk/Acoustic
Kanye West ,Yikes,62,7,3,(x3),2386030,33877095,2020/2/7,chicago rap,Hip Hop
Ghost ,Mary On A Cross,86,0,27,0,564774,33860020,2019/9/13,hard rock,Rock
Jack Harlow ,Dua Lipa,74,3,7,0,1762710,33818973,2020/3/27,deep underground hip hop,Hip Hop
Dominic Fike ,3 Nights,117,0,40,0,477809,33818461,2018/10/16,alternative pop rock,Rock
Joel Corry ,Head & Heart,116,0,51,0,394531,33780521,2020/7/3,dance pop,Pop
Roddy Ricch ,Tip Toe,97,0,38,0,585348,33753889,2023/6/20,melodic rap,Hip Hop
Gesaffelstein ,Lost in the Fire,86,5,7,0,1238188,33729127,2019/3/8,dark clubbing,Electronic
Kendrick Lamar ,YAH.,67,7,5,0,2572839,33680519,2017/4/14,conscious hip hop,Hip Hop
Nicki Minaj ,Feeling Myself,286,0,33,0,201134,33670845,2014/12/15,hip pop,Pop
Bing Crosby ,Winter Wonderland,102,0,13,0,1048504,33586557,2012/11/9,adult standards,Easy listening
NAV ,Turks,99,0,14,0,772950,33555764,2023/9/15,canadian hip hop,Hip Hop
Brett Eldredge ,"Baby, It's Cold Outside",92,0,22,0,1096766,33555350,2024/4/12,contemporary country,Country
Taylor Swift ,"Would've, Could've, Should've",48,0,14,0,1819160,33543719,2022/10/22,pop,Pop
Trippie Redd ,6 Kiss,91,2,7,0,1090325,33472853,2019/11/22,melodic rap,Hip Hop
Polo G ,Bad Man (Smooth Criminal),91,0,20,0,1001151,33440572,2021/12/3,chicago rap,Hip Hop
Kevin Gates ,Big Gangsta,108,0,38,0,413539,33419132,2019/5/31,baton rouge rap,Hip Hop
Billie Eilish ,TV,103,1,8,0,869763,33410882,2022/7/21,art pop,Pop
NAV ,Some Way,179,0,61,0,383088,33388503,2017/2/24,canadian hip hop,Hip Hop
Armani White ,BILLIE EILISH.,101,0,42,0,443870,33370246,2022/5/19,indie hip hop,Hip Hop
Post Malone ,No Option,158,0,104,0,268030,33368501,2016/12/9,dfw rap,Hip Hop
YoungBoy Never Broke Again ,Slime Belief,141,0,138,0,275137,33352084,2018/12/20,baton rouge rap,Hip Hop
Marshmello ,Numb,126,0,57,0,458944,33325524,2003/9/16,brostep,Electronic
Polo G ,GANG GANG,90,0,20,0,927521,33276808,2019/12/27,chicago rap,Hip Hop
Trippie Redd ,Shake It Up,121,0,42,0,598810,33147889,2011/1/1,melodic rap,Hip Hop
Internet Money ,His & Hers,113,0,33,0,660095,33133955,2023/5/19,pop rap,Hip Hop
Metro Boomin ,Superhero (Heroes & Villains) [with Future & Chris Brown],27,11,1,(x1),1773679,33127276,2022/12/2,hip hop,Hip Hop
Maluma ,Hawái,93,0,27,0,530403,33107405,2020/8/21,latin pop,Pop
Coldplay ,A Sky Full of Stars,267,0,18,0,214878,33101321,2014/5/19,permanent wave,Rock
Nicki Minaj ,Anaconda,220,22,6,0,323822,33077731,2014/12/15,hip pop,Pop
Lil Yachty ,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),80,0,30,0,790767,33053745,2020/3/9,atl hip hop,Hip Hop
Bazzi ,Beautiful,102,0,52,0,459132,33048178,2024/1/18,pop,Pop
Jonas Brothers ,What A Man Gotta Do,78,0,22,0,1009325,33009718,2020/1/17,boy band,Pop
Arctic Monkeys ,I Wanna Be Yours,105,0,67,0,375665,32996699,2013/9/9,garage rock,Rock
Internet Money ,Somebody,103,0,48,0,427241,32988734,2011/1/1,pop rap,Hip Hop
Kid Ink ,Promise,189,0,61,0,255485,32970385,2023/9/8,pop rap,Hip Hop
Lee Brice ,One Of Them Girls,131,0,53,0,332798,32969825,2020/11/20,contemporary country,Country
21 Savage ,Immortal,90,1,7,0,915688,32944588,2019/10/31,atl hip hop,Hip Hop
The Kid LAROI ,Thousand Miles,96,7,3,(x1),950356,32849517,2022/4/22,australian hip hop,Hip Hop
SpotemGottem ,Beat Box 3,92,0,30,0,499363,32841611,2022/1/5,florida drill,Hip Hop
Harry Styles ,Grapejuice,56,8,4,0,3003406,32762005,2022/5/20,pop,Pop
ROSALÍA ,DESPECHÁ,95,0,34,0,454819,32745017,2022/7/28,pop,Pop
Adele ,When We Were Young,132,0,21,0,621581,32744780,2015/11/20,british soul,R&B
Drake ,Diamonds Dancing,177,0,14,0,393273,32701453,2015/9/20,canadian hip hop,Hip Hop
Kanye West ,Champions,162,0,54,0,307042,32670186,2018/1/12,chicago rap,Hip Hop
Anne,Marie  2002,129,0,74,0,373515,32669648,1974,ccm,Pop
DJ ESCO ,Too Much Sauce,171,0,69,0,243470,32633178,2016/8/19,atl hip hop,Hip Hop
Idina Menzel ,Into the Unknown,103,0,30,0,554924,32601986,2019/11/15,hollywood,Easy listening
Fall Out Boy ,Uma Thurman,267,0,37,0,194162,32593348,2015/1/16,emo,Rock
Adele ,Water Under the Bridge,133,0,42,0,399531,32512873,2015/11/20,british soul,R&B
J. Cole ,Motiv8,54,7,4,0,3357778,32491973,2018/4/20,conscious hip hop,Hip Hop
Chance the Rapper ,All Night,132,0,44,0,445892,32466025,2024/1/19,chicago rap,Hip Hop
Andy Grammer ,"Honey, I'm Good.",153,0,16,0,346987,32406527,2015/11/20,neo mellow,Folk/Acoustic
SAYGRACE ,You Don't Own Me,165,0,39,0,391102,32396064,2016/7/1,r&b,R&B
Sia ,The Greatest,76,0,12,0,668573,32383116,2016/10/21,australian dance,Electronic
DeJ Loaf ,Back Up,222,0,48,0,218405,32375664,2015/7/31,detroit hip hop,Hip Hop
YBN Nahmir ,Opp Stoppa,104,0,41,0,422797,32323596,2021/3/26,alabama rap,Hip Hop
Elle King ,Ex's & Oh's,175,0,22,0,369016,32309968,2015/2/13,modern blues rock,Rock
Sleepy Hallow ,Die Young,83,0,28,0,695525,32279009,2012/11/30,brooklyn drill,Hip Hop
Moneybagg Yo ,Wockesha,108,0,50,0,408654,32240474,2021/4/23,memphis hip hop,Hip Hop
Noah Cyrus ,Make Me (Cry),120,0,52,0,339287,32239430,2016/11/15,alt z,Pop
Nardo Wick ,Me or Sum,118,0,60,0,360374,32108987,2021/11/29,florida drill,Hip Hop
Bad Bunny ,Si Veo a Tu Mamá,85,4,4,0,1246255,32078410,2020/2/29,reggaeton,Latin
Drake ,Do Not Disturb,109,0,19,0,1276948,32069594,2017/3/18,canadian hip hop,Hip Hop
Drake ,Can’t Take A Joke,55,1,9,0,3642782,32029655,2018/6/29,canadian hip hop,Hip Hop
Sia ,The Greatest,67,0,14,0,643281,31996625,2016/10/21,australian dance,Electronic
Nico & Vinz ,Am I Wrong,234,3,8,0,275642,31990791,2014,afrobeats,R&B
Camila Cabello ,Crying in the Club,90,0,47,0,440387,31952661,2017/5/18,dance pop,Pop
Lil Wayne ,Don't Cry,47,7,2,(x5),4213664,31856866,2002/2/19,hip hop,Hip Hop
King Princess ,1950,117,0,63,0,419779,31846652,2018/2/23,alt z,Pop
Luis Fonsi ,Échame La Culpa,113,0,47,0,472413,31845232,2019/2/1,latin pop,Pop
Selena Gomez ,The Heart Wants What It Wants,158,23,3,(x1),380738,31762355,2014/1/1,pop,Pop
Nate Smith ,Whiskey On You,121,0,72,0,409434,31720619,2023/4/28,contemporary country,Country
A Boogie Wit da Hoodie ,Demons and Angels,97,0,30,0,784378,31713523,2018/12/21,melodic rap,Hip Hop
George Ezra ,Budapest,269,0,38,0,237231,31696250,2014/6/30,folk-pop,Pop
Beach Bunny ,Cloud 9,106,0,36,0,418533,31676799,2020/2/14,bubblegrunge,Rock
Lil Baby ,Hats Off,102,0,20,0,803198,31650216,2021/6/4,atl hip hop,Hip Hop
Alesso ,Heroes (we could be),193,0,16,0,306240,31641137,2015/5/26,dance pop,Pop
Lizzo ,Good As Hell,86,0,21,0,761636,31639258,2019/4/17,escape room,Pop
DJ Snake ,Loco Contigo,106,0,53,0,437174,31617689,2019/7/25,edm,Electronic
Anuel AA ,Secreto,108,0,88,0,394096,31599434,2019/1/15,reggaeton,Latin
Lauv ,"fuck, i'm lonely",85,0,21,0,663845,31599244,2020/3/6,pop,Pop
Post Malone ,A Thousand Bad Times,63,3,9,0,2295134,31577616,2019/9/6,dfw rap,Hip Hop
Tory Lanez ,Freaky,101,0,63,0,416544,31554748,2018/3/16,canadian hip hop,Hip Hop
Sheppard ,Geronimo,265,0,22,0,208057,31537349,2015/3/10,australian indie,Electronic
The Weeknd ,Wasted Times,52,8,3,(x1),2305758,31536116,2018/3/30,canadian contemporary r&b,R&B
Russ ,BEST ON EARTH,115,0,55,0,418381,31525891,2020/1/31,hawaiian hip hop,Hip Hop
J. Cole ,Immortal,86,8,2,(x4),2361543,31468094,2019/10/31,conscious hip hop,Hip Hop
Ariana Grande ,One Last Time,180,0,13,0,362136,31452518,2014/8/25,pop,Pop
